GenScript,hr@genscript.com,genscript.com,"Provides life sciences research tools and services, including gene synthesis and antibody production. Their cutting-edge platforms support advancements in genetic research, drug discovery, and diagnostics. Headquartered in San Diego, GenScript is a trusted partner for global biotech innovations.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am particularly impressed by GenScript's pioneering role in supporting advancements in genetic research, drug discovery, and diagnostics through your life sciences research tools and services. Your expertise in gene synthesis and antibody production aligns closely with my research background and academic focus on protein interactions and neurodegenerative diseases.

Over the last four years, I've gained extensive wet-lab and computational research experience, and I have delved into the business administration side of biotech through recent internships. The innovative work at GenScript resonates with my professional aspirations, and I am eager to explore potential summer internship opportunities with your organization.

Thank you for your time and consideration. I look forward to the possibility of contributing to GenScript's continued success.

Best regards,

Juliet Sostena"
Biosplice Therapeutics,apply@biosplice.com,biosplice.com,"Focuses on regenerative medicine and tissue repair technologies. Their therapies target degenerative conditions, promoting healing and recovery. Based in New York, Biosplice Therapeutics is a leader in addressing critical challenges in age-related and degenerative diseases.","Dear Hiring Team at Biosplice Therapeutics,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the groundbreaking work Biosplice Therapeutics is doing in the field of regenerative medicine and tissue repair technologies. Your focus on addressing critical challenges in age-related and degenerative diseases aligns closely with my research background in neurodegenerative diseases and brain aging.

Over the last four years, I've gained extensive wet-lab and computational research experience, particularly in exploring protein interactions related to degenerative conditions. In addition, my recent internships have provided me with valuable insight into the business administration aspect of the biotech industry, further fueling my interest in innovative therapeutic solutions like those at Biosplice.

I am eager to learn more about potential summer internship opportunities within your organization and contribute to the pioneering efforts at Biosplice Therapeutics.

Thank you for your time and consideration. I look forward to the possibility of working together.

Best regards,

Juliet Sostena"
Formation Bio,contact@formation.bio,formation.bio,"A biomanufacturing company accelerating the development of sustainable and scalable bio-based products. Their innovative processes enable eco-friendly alternatives for industries such as materials and energy. Affiliated with NYU's biotech network, Formation Bio is driving sustainable innovation.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the innovative work Formation Bio is doing to accelerate the development of sustainable and scalable bio-based products. Your commitment to eco-friendly alternatives for industries such as materials and energy closely aligns with my research background and academic focus. Over the last four years, I've gained extensive wet-lab and computational research experience in neurodegenerative diseases, brain aging, protein interactions, and more. I have also gained experience in the business administration side of biotech through recent internships. I am eager to explore potential summer internship opportunities within your organization and contribute to your mission of driving sustainable innovation.

Thank you for your time, and I look forward to hearing from you soon.

Best regards,

Juliet Sostena"
Samumed,apply@samumed.com,samumed.com,"Develops regenerative medicine and treatments for age-related conditions, targeting diseases at the cellular level. Their therapies aim to improve quality of life by restoring health to aging tissues. Based in San Diego, Samumed is a pioneer in addressing age-related health challenges.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very impressed with Samumed's pioneering work in developing regenerative medicine and treatments for age-related conditions. Your focus on targeting diseases at the cellular level to restore health to aging tissues aligns closely with my research background in neurodegenerative diseases, brain aging, and protein interactions.

Over the last four years, I have gained extensive wet-lab and computational research experience, which I believe can significantly contribute to Samumed's mission of improving quality of life through innovative therapies. Additionally, my experience in the business administration side of biotech through recent internships has provided me with a well-rounded perspective of the industry.

I am eager to explore potential summer internship opportunities within your esteemed organization, where I can further my understanding and contribute to your groundbreaking efforts in addressing age-related health challenges.

Thank you for your time and consideration. I look forward to the possibility of contributing to Samumed's visionary projects.

Best regards,

Juliet Sostena"
Kula Bio,OrganicNE@KulaBio.com,kulabio.com,"Produces biofertilizers that enhance soil health and support sustainable agriculture by reducing dependency on chemical fertilizers. Their technology aligns with global sustainability goals. Backed by the Wyss Institute, Kula Bio is transforming agricultural practices through innovative bioengineering.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very enthusiastic about the innovative work Kula Bio is doing in developing biofertilizers that enhance soil health and support sustainable agriculture. Your commitment to reducing dependency on chemical fertilizers and aligning with global sustainability goals resonates deeply with my academic focus and research interests in bioengineering.

Throughout my academic career, I have gained extensive expertise in wet-lab and computational research, as well as experience in business administration within the biotech sector. I am particularly interested in how Kula Bio's collaboration with the Wyss Institute is transforming agricultural practices, and I am eager to contribute to and learn from your groundbreaking work.

I would appreciate the opportunity to explore potential summer internship opportunities with your organization and further discuss how I can contribute to your team's success.

Thank you for your time and consideration. I look forward to the possibility of discussing this exciting opportunity with you.

Best regards,

Juliet Sostena"
Amend Surgical,info@amendsurgical.com,amendsurgical.com,"Specializes in advanced surgical techniques, with a focus on minimally invasive procedures and biomaterials. Their solutions improve patient outcomes and advance medical technology. With support from the Wyss Institute, Amend Surgical is a leader in the field of surgical innovation.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am thrilled about the innovative work Amend Surgical is doing in the field of advanced surgical techniques, particularly your pioneering efforts in minimally invasive procedures and biomaterials. Your commitment to improving patient outcomes and advancing medical technology resonates with my academic focus and my research experience in neurodegenerative diseases and protein interactions aligns well with the sophisticated methodologies you employ.

Moreover, my recent internships have provided me with valuable insights into the business administration side of biotech, which I believe complements the innovative environment at Amend Surgical. I am eager to explore potential summer internship opportunities within your organization to contribute to and learn from your esteemed team supported by the Wyss Institute.

Thank you for your time and consideration. I look forward to the possibility of discussing my application further.

Best regards,

Juliet Sostena"
InThera Biosciences,contact@intherabio.com,intherabio.com,"Develops RNA-based therapeutics to address fibrotic diseases with significant unmet medical needs. Their targeted therapies aim to improve quality of life for patients with chronic and progressive conditions. Based in Columbia's biotech ecosystem, InThera is advancing solutions for complex diseases.","Dear InThera Biosciences Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very enthusiastic about the pioneering work that InThera Biosciences is conducting in developing RNA-based therapeutics for fibrotic diseases. Your commitment to addressing unmet medical needs and improving the quality of life for patients with chronic and progressive conditions strongly resonates with my academic focus and research background. Over the past four years, I have gained significant experience in wet-lab and computational research, particularly in neurodegenerative diseases and protein interactions. Additionally, my recent internships have provided me with insights into the business administration aspects of the biotech industry.

I am particularly impressed by InThera's targeted approach within Columbia's biotech ecosystem and would be very interested to learn more about potential summer internship opportunities within your organization.

Thank you for your time and consideration. I look forward to the possibility of contributing to your team.

Best regards,

Juliet Sostena"
Gameto, careers@gametogen.com,https://www.gametogen.com/,"Develops advanced biotechnologies for next-generation gametogenesis and reproductive health. Their innovative approaches aim to transform fertility science and improve outcomes in reproductive medicine. Backed by the Wyss Institute, Gameto is redefining possibilities in human reproduction.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the revolutionary work being done at Gameto, as it closely aligns with my research background and academic focus. Over the last four years, I've gained extensive wet-lab and computational research experience in neurodegenerative diseases, brain aging, and protein interactions. Additionally, my experience in business administration within biotech firms complements my technical skills. I am particularly drawn to Gameto's innovative approaches in gametogenesis and reproductive health, which hold significant promise in transforming fertility science. I am eager to explore potential summer internship opportunities within your organization and contribute to redefining possibilities in human reproduction.

Thank you for your time, and I look forward to the possibility of discussing this exciting opportunity with you soon.

Best regards,

Juliet Sostena"
Travere Therapeutics,careers@travere.com,travere.com,"Dedicated to developing treatments for rare diseases, providing transformative therapies to patients with limited options. Based in San Diego, they combine innovative research with a patient-centered approach to tackle significant unmet medical needs.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the groundbreaking work Travere Therapeutics is doing in developing treatments for rare diseases. Your focus on providing transformative therapies aligns closely with my research background in neurodegenerative diseases, brain aging, and protein interactions. Over the past four years, I have gained extensive wet-lab and computational research experience, complemented by insights from my recent internships in the biotech business administration sector.

I am particularly drawn to Travere Therapeutics' innovative research and patient-centered approach, which addresses significant unmet medical needs. I would be thrilled to explore potential summer internship opportunities within your organization to contribute and learn from your esteemed team.

Thank you for your time, and I look forward to the possibility of discussing how I can contribute to your mission.

Best regards,

Juliet Sostena"
Novogene,jobs@novogeneusa.com,novogene.com,"Provides high-quality genomic sequencing services and bioinformatics analysis, supporting breakthroughs in genetic research and personalized medicine. Based in San Diego, Novogene enables scientists to uncover critical insights in genomics through advanced sequencing technologies.","Dear Novogene Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the groundbreaking work Novogene is doing in the field of genomics, particularly in providing high-quality genomic sequencing services and advanced bioinformatics analysis for personalized medicine. This aligns closely with my research background and academic focus in neurodegenerative diseases and protein interactions. Over the last four years, I have gained extensive wet-lab and computational research experience, as well as insights into the business administration side of biotech through recent internships.

I am very eager to explore potential summer internship opportunities within your esteemed organization, as I am keen on contributing to the breakthroughs in genetic research that Novogene is facilitating.

Thank you for your time and consideration. I look forward to the possibility of discussing this further with you.

Best regards,

Juliet Sostena"
Portable Diagnostics,info@portabledx.com,portabledx.com,"Designs portable diagnostic solutions for fast and accurate health monitoring and disease detection. Their user-friendly devices improve accessibility to diagnostic tools for diverse populations. Linked to Columbia’s biotech ecosystem, they are advancing healthcare accessibility.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the innovative work Portable Diagnostics is doing in designing portable diagnostic solutions for fast and accurate health monitoring and disease detection. This aligns closely with my research background and academic focus. Over the last four years, I've gained extensive wet-lab and computational research experience in neurodegenerative diseases, brain aging, protein interactions, and more. Additionally, my experience in the business administration side of biotech through recent internships has provided me with valuable insights into advancing healthcare accessibility, a mission I know Portable Diagnostics champions through your connection with Columbia's biotech ecosystem. I am eager to learn more about potential summer internship opportunities within your organization.

Thank you for your time and consideration, and I look forward to the possibility of contributing to your team.

Best regards,

Juliet Sostena"
Explora BioLabs,info@explorabiolabs.com,explorabiolabs.com,"Offers preclinical in vivo services to support drug discovery and development research. Their state-of-the-art facilities and expertise streamline the path from concept to clinical application. Based in San Diego, Explora BioLabs accelerates innovation in biomedical research.","Dear Hiring Team at Explora BioLabs,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very impressed by the pioneering work Explora BioLabs is accomplishing in preclinical in vivo services, which significantly aids drug discovery and development. Your expertise in accelerating innovation and bridging the gap from concept to clinical application resonates deeply with my academic focus and experience.

Throughout my studies, I have amassed extensive wet-lab and computational research experience in areas such as neurodegenerative diseases, brain aging, and protein interactions. I have also explored the business administration side of biotech through recent internships. With my background, I am eager to contribute to and learn from the innovative environment at Explora BioLabs.

I would love the opportunity to discuss possible summer internship opportunities within your esteemed organization. Thank you for considering my application. I look forward to the possibility of contributing to Explora BioLabs' continued success.

Best regards,

Juliet Sostena"
Maravai LifeSciences,"info@maravai.com, taops@maravai.com",maravai.com,"Provides high-quality reagents and solutions for research, drug development, and diagnostics. Their products support advancements in biopharmaceuticals and life sciences. Based in New York, Maravai LifeSciences is a trusted partner for companies developing innovative therapies and diagnostics.","Dear Hiring Team at Maravai LifeSciences,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very impressed with Maravai LifeSciences' commitment to providing high-quality reagents and solutions that are pivotal in research, drug development, and diagnostics. The innovative therapies and diagnostics that your company supports are of great interest to me and align closely with my research background and academic focus, particularly in the areas of neurodegenerative diseases and protein interactions.

Over the last four years, I've gained extensive experience through wet-lab and computational research, along with involvement in the business administration side of biotech through previous internships. I would be honored to have the opportunity to contribute to and learn from your esteemed organization through a potential summer internship.

Thank you for considering my application. I look forward to the possibility of discussing this opportunity further.

Best regards,

Juliet Sostena"
Script Biosciences,info@scriptbiosciences.com,scriptbiosciences.com,"Focuses on rewriting the immune system through programmable gene therapy approaches. Their innovative treatments aim to address complex diseases by engineering immune responses. Affiliated with Columbia’s biotech ecosystem, Script Biosciences is pioneering the next generation of immunotherapy.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the innovative work at Script Biosciences, particularly your focus on rewriting the immune system through programmable gene therapy. This aligns closely with my research interests in neurodegenerative diseases and protein interactions, as well as my academic focus on the intersection of bioengineering and immunotherapy. 

I have extensive wet-lab and computational research experience and a working knowledge of the business administration side of biotech, gained through recent internships. I am eager to learn more about how I can contribute to and grow with Script Biosciences during a potential summer internship opportunity. 

Thank you for your time and consideration. I look forward to the possibility of contributing to your pioneering efforts in the next generation of immunotherapy.

Best regards,

Juliet Sostena"
Remunix,info@remunix.com,remunix.com,"Leverages exosomes to develop transformative therapies for rare and severe diseases. Their cutting-edge research addresses significant unmet medical needs in genetic and cellular therapy. Based in Columbia’s biotech network, Remunix is advancing the frontiers of therapeutic innovation.","Dear Remunix Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the work Remunix is doing, as it closely aligns with my research background and academic focus. Your commitment to leveraging exosomes to develop transformative therapies for rare and severe diseases, particularly in the realm of genetic and cellular therapy, resonates with my interests and experiences. Over the last four years, I've gained extensive wet-lab and computational research experience in neurodegenerative diseases, brain aging, protein interactions, and have further developed my skills in the business administration side of biotech through recent internships. I am eager to learn more about potential summer internship opportunities within your organization and contribute to Remunix's mission to address significant unmet medical needs.

Thank you for your time, and I look forward to hearing from you soon.

Best regards,

Juliet Sostena"
Aikido Pharma,info@aikidopharma.com,aikidopharma.com,"Develops therapeutics for oncology and other diseases, focusing on innovative treatment options that address unmet medical needs. Based in New York, Aikido Pharma combines cutting-edge research with a commitment to improving patient outcomes.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very impressed by Aikido Pharma's commitment to developing innovative therapeutics that address unmet medical needs, particularly in the field of oncology. This aligns closely with my research interests and academic focus on neurodegenerative diseases and protein interactions. Over the last four years, I have gained extensive wet-lab and computational research experience, complemented by international exposure to the biotech business administration. I am eager to explore potential summer internship opportunities at Aikido Pharma and contribute to your mission of improving patient outcomes.

Thank you for your consideration. I look forward to the possibility of discussing how I can contribute to your team.

Best regards,

Juliet Sostena"
ACADIA Pharmaceuticals Inc.,talentacquisition@acadia-pharm.com,acadia-pharm.com,"Develops innovative medicines to address unmet medical needs in central nervous system disorders. Their therapies aim to improve the quality of life for patients with challenging neurological and psychiatric conditions. Based in San Diego, ACADIA Pharmaceuticals leads in CNS drug development.","Dear Hiring Team,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the work ACADIA Pharmaceuticals Inc. is doing, as it closely aligns with my research background and academic focus on neurodegenerative diseases and brain aging. Your commitment to developing innovative medicines for central nervous system disorders resonates deeply with my interests and aspirations. Over the last four years, I've gained extensive wet-lab and computational research experience and have cultivated an understanding of addressing unmet medical needs through science. Additionally, my recent internships have provided me with insight into the business administration aspects of biotech. I would be thrilled to explore potential summer internship opportunities within ACADIA Pharmaceuticals to contribute to improving the quality of life for patients with challenging neurological conditions.

Thank you for your time, and I look forward to hearing from you soon.

Best regards,

Juliet Sostena"
Prapela,info@prapela.com,prapela.com,"Creates vibration-based devices designed to help newborns breathe and sleep better in both medical and home settings. Their non-invasive solutions improve neonatal outcomes by supporting natural respiratory rhythms. Backed by the Wyss Institute, Prapela is advancing pediatric health innovation.","Dear Hiring Team at Prapela,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am very excited about the innovative work Prapela is undertaking in pediatric health. Your development of vibration-based devices to enhance neonatal respiratory rhythms closely aligns with my research background and academic focus. Over the last four years, I have honed my skills in both wet-lab and computational research, particularly in areas such as neurodegenerative diseases and protein interactions, and have developed a keen interest in medical device innovation. My recent internships have also provided me with valuable experience in the business administration side of biotech. I would love to explore potential summer internship opportunities within Prapela, where I could contribute to advancing your mission of improving neonatal outcomes.

Thank you for considering my application. I look forward to the possibility of discussing how I can contribute to your team.

Best regards,

Juliet Sostena"
Cell BioEngines,info@cellbioengines.com,cellbioengines.com,"Focuses on developing innovative cellular therapies to treat severe diseases and conditions. Their cutting-edge approaches aim to harness the power of cells for targeted and effective treatments. Based in New York, Cell BioEngines is at the forefront of cellular therapy advancements.","Dear Hiring Team at Cell BioEngines,

My name is Juliet Sostena, and I am currently studying Bioengineering at Stanford University. I am highly impressed with Cell BioEngines' commitment to developing innovative cellular therapies to treat severe diseases and conditions. Your cutting-edge approach to harnessing the power of cells for targeted and effective treatments closely aligns with my research background and academic focus. Over the last four years, I have gained extensive wet-lab and computational research experience in neurodegenerative diseases, brain aging, protein interactions, and more. Additionally, I have developed skills in the business administration side of biotech through recent internships. I am very eager to learn more about potential summer internship opportunities within your organization.

Thank you for considering my application. I look forward to the possibility of contributing to and learning from the innovative work at Cell BioEngines.

Best regards,

Juliet Sostena"
